,HIP,TYC,RA,Dec,Umag,Bmag,Vmag,Rmag,Imag,Jmag,Hmag,Kmag,dist,M_V,Type,Lstar,pmRA,pmDec,BmV,angdiam
5996,93645,,286.041,17.5561,,7.405,6.93,,6.38,,,,46.3622,3.59918,F5,3.02792,131.231,78.201,0.47500000000000053,0.28763576921404344
5997,93683,,286.171,-21.7415,5.63,4.771,3.76,3.05,2.78,2.064,1.568,1.455,41.1485,0.688228,K0III,63.2807,75.015,-58.497,1.0110000000000001,2.5173345059432846
5998,93711,,286.228,79.7551,,10.822,9.72,9.0,8.54,7.592,7.058,6.942,34.2646,7.04577,K5,0.202356,-14.513,195.26,1.1019999999999985,0.18980710483885826
5999,93722,,286.249,-7.14767,,11.27,9.75,9.78,,7.085,6.42,6.191,49.0437,6.29709,?,1.26496,-18.06,6.48,1.5199999999999996,0.4794502574851385
6000,93731,,286.281,23.0778,,9.347,8.54,8.1,7.69,7.033,6.712,6.616,35.4883,5.78957,K0,0.472351,223.518,247.878,0.8070000000000004,0.20537898167057517
6001,93743,,286.327,-1.5122,,6.869,6.51,,6.09,5.836,5.673,5.647,47.4311,3.12968,F1V,4.53063,-15.994,9.871,0.359,0.3016030181626121
6002,93747,,286.353,13.8635,2.99,3.004,2.99,2.98,3.0,3.08,3.05,2.88,23.5237,1.13247,A0Vn,34.0453,-3.473,-87.446,0.01399999999999979,0.8193112458644355
6003,93797,,286.529,5.27955,,10.549,9.58,8.9,8.56,7.784,7.288,7.173,38.0442,6.67856,K2,0.240755,29.723,-201.3,0.9689999999999994,0.16114443778380794
6004,93805,,286.562,-4.88255,3.07,3.334,3.43,3.46,3.52,3.64,3.64,3.65,36.9545,0.591663,B9Vn,83.4134,-20.094,-89.1,-0.09600000000000009,0.49165480681211393
6005,93825,,286.605,-37.0634,,4.753,4.23,,3.64,3.17,2.89,2.85,17.304,3.03926,F7IV-V,5.16183,96.74,-281.71,0.5229999999999997,1.0559997198882656
6006,93827,,286.605,-11.8974,,7.82,7.25,,6.61,6.093,5.791,5.682,37.9936,4.35145,G1V,1.5697,-194.154,-410.641,0.5700000000000003,0.27776412700382686
6007,93843,,286.657,28.6286,5.88,5.826,5.53,,5.19,5.055,4.998,4.808,40.988,2.46672,F0III,8.30639,75.662,85.291,0.2959999999999994,0.4339518512029707
6008,93858,,286.719,-37.8107,,6.855,6.15,,5.42,5.256,4.742,4.539,16.9261,5.00721,G8V,0.911033,-187.641,-367.029,0.7050000000000001,0.5416683087135825
6009,93864,,286.735,-27.6704,5.65,4.489,3.32,2.44,2.17,1.37,0.72,0.6,35.8635,0.546736,K1/K2III,97.3883,-54.85,-246.012,1.169,4.110756032119865
6010,93871,,286.759,7.61588,11.243,10.286,9.23,8.559,8.12,7.152,6.568,6.469,24.4363,7.28983,K5V,0.15257,-324.466,-759.749,1.0559999999999992,0.21896568270670055
6011,93873,,286.773,20.888,13.54,12.34,10.77,9.745,8.25,7.295,6.726,6.521,8.823,11.0419,M2,0.0218748,-478.816,-347.636,1.5700000000000003,0.3421485860184267
6012,93899,,286.805,20.877,13.553,12.33,10.76,9.739,8.24,7.278,6.752,6.517,8.83343,11.0294,M2,0.0221294,-480.688,-332.344,1.5700000000000003,0.343727872135537
6013,93917,,286.857,32.5017,,5.567,5.2,,4.77,4.312,4.164,4.192,43.9725,1.9841,F0V,13.0429,114.36,19.73,0.367,0.5572404879861368
6014,93926,,286.885,30.2545,,8.543,7.78,7.3,6.98,6.23,5.86,5.74,27.1171,5.61378,G8VSB,0.541452,110.85,103.117,0.762999999999999,0.2750769517654465
6015,93966,,,286.989,16.8534,,6.785,6.08,5.6,5.32,4.812,4.562,4.43,21.3505,4.43296,,,65.328,,
6016,93975,,287.015,21.6989,,6.654,6.22,,5.72,5.426,5.321,5.27,44.1367,2.996,F3V,5.24701,44.357,75.627,0.43400000000000016,0.3794382145220201
6017,94020,,287.132,-30.9727,,8.537,7.75,,6.93,,,,29.1731,5.42508,K0V,0.657786,42.303,-58.059,0.7870000000000008,0.2877547041467514
6018,94050,,287.21,-42.4281,,8.752,7.89,,6.99,6.283,5.88,5.758,35.8155,5.11965,K1V,0.919594,27.094,-117.632,0.862000000000001,0.2988511300528847
6019,94056,,287.225,34.0623,,10.658,9.42,,8.02,7.063,6.468,6.327,28.7447,7.12721,K8,0.247383,-83.183,59.498,1.2379999999999995,0.28529148923318837
6020,94061,,287.237,-17.5358,,8.927,8.17,,7.37,6.868,6.601,6.484,48.9328,4.722,G8V,1.22389,55.081,-145.006,0.7569999999999997,0.22808972014943132
6021,94068,,287.25,6.07321,5.59,5.576,5.23,,4.82,,,,43.561,2.03451,F0III-IV,12.3873,-5.485,-73.785,0.3459999999999992,0.5343842229077168
6022,94075,,287.263,34.5998,,8.72,7.97,7.3,7.18,6.749,6.458,6.375,41.0214,4.90495,G5,1.02788,57.177,195.9,0.7500000000000009,0.2478677805964663
6023,94076,,,287.268,34.6005,,7.343,6.7,6.3,5.99,5.55,5.29,5.21,49.4301,3.23004,,2.07,76.618,,
6024,94083,,287.291,76.5605,,5.418,5.11,,4.74,4.338,4.264,4.313,27.4681,2.91586,A9V,5.49705,52.87,-119.092,0.30799999999999983,0.535718803978005
6025,94114,,287.368,-37.9045,,4.152,4.11,,4.08,4.094,3.915,4.049,36.3996,1.30451,A0/A1V,27.5997,84.849,-95.223,0.041999999999999815,0.5233242888455215
6026,94150,,287.47,-68.4244,,6.211,5.31,,4.41,3.658,3.117,2.994,36.9816,2.47007,G8/K0III/IV,10.7836,155.088,-42.976,0.9010000000000007,1.0373941142398595
6027,94154,,287.477,-68.2997,,8.13,7.53,,6.86,6.367,6.099,6.041,36.6546,4.70936,G2V,1.14059,155.71,-41.937,0.6000000000000005,0.2529273209947638
6028,94225,,287.718,-47.1586,11.972,10.678,9.36,8.526,7.8,6.846,6.207,6.06,20.7766,7.77212,K7V,0.15132,-56.019,-634.299,1.3180000000000014,0.3496115597587367
6029,94223,,287.717,-48.0787,,,10.6,,,9.82,9.51,9.341,8.91901,10.8484,?,,-944.31,-274.0,,
6030,94244,,287.758,-25.8139,,10.026,9.16,,8.25,7.694,7.339,7.204,49.6492,5.68044,K0,0.550151,-20.917,-167.562,0.8659999999999997,0.16746351643187285
6031,94275,,287.834,-37.2122,,9.918,9.09,,8.24,7.669,7.303,7.178,49.9501,5.59732,K0V,0.570058,81.07,-103.48,0.8279999999999994,0.1640229878051778
6032,94290,,287.879,26.7359,,6.794,6.35,,5.89,5.515,5.353,5.307,43.0778,3.17873,F5V,4.43343,33.156,-31.722,0.44399999999999995,0.3618180929923486
6033,94297,,287.897,-9.54989,,10.736,9.86,,8.94,8.195,7.725,7.623,47.5059,6.47626,K0,0.265886,-426.481,-30.718,0.8760000000000012,0.12306343080510518
6034,94326,,287.989,-39.5005,,9.467,8.8,,8.07,7.534,7.228,7.151,48.9778,5.35,G5V,0.64855,89.189,-104.571,0.6669999999999998,0.15262231245629795
6035,94336,,288.021,49.8558,,6.516,5.85,,5.12,,,,25.2797,3.83614,G4V+...,2.61323,-210.591,621.192,0.6660000000000004,0.5930542181639193
6036,94341,,288.034,24.1296,,12.63,11.22,10.4,9.52,8.615,7.913,7.758,41.4376,8.13303,M0,0.136366,-118.931,-200.151,1.4100000000000001,0.1844350228096276
6037,94346,,288.047,57.672,,7.844,7.04,6.5,6.2,5.651,5.297,5.202,20.223,5.51077,G8V,0.610493,216.269,407.847,0.8040000000000003,0.40814284768603903
6038,94347,,288.049,-83.4837,,7.704,7.26,,6.75,6.285,6.057,5.99,40.4842,4.22357,F5V,1.69357,123.381,-131.883,0.44399999999999995,0.2379525045534104
6039,94349,,288.061,2.8864,13.722,12.632,11.09,10.016,8.51,7.087,6.572,6.294,9.40916,11.2222,M4,0.0156824,1760.99,-554.092,1.5419999999999998,0.274067947829542
6040,94368,,288.105,-55.8688,13.805,12.76,11.31,10.382,9.36,8.221,7.613,7.378,23.5314,9.45176,M2,0.0470268,-278.203,-170.963,1.4499999999999993,0.1953641882261441
6041,94371,,,288.115,16.8502,,8.7,7.94,7.5,7.14,6.536,6.165,6.115,45.3293,4.65811,,-3.0,136.165,,
6042,94376,,288.139,67.6615,4.85,4.06,3.07,2.37,2.13,1.43,0.837,0.8,31.5239,0.576802,G9III,68.4352,95.684,93.1,0.9899999999999998,3.341206605661932
6043,94501,,288.506,59.5518,,8.576,7.97,,7.29,6.808,6.565,6.5,45.1249,4.69792,F8,1.15675,44.358,111.331,0.6060000000000008,0.2080019499942312
6044,94516,,288.55,-9.97152,,9.78,9.01,,8.2,7.579,7.227,7.108,49.776,5.5249,G5,0.592106,-109.025,-274.648,0.7699999999999996,0.1575369044842848
6045,94557,,288.663,19.3177,13.861,13.06,11.56,10.445,9.49,7.579,7.027,6.813,18.1037,10.2712,M:,0.0284143,-613.826,435.544,1.5,0.1977715193717593
6046,94590,,288.746,2.16521,,11.95,9.85,,8.38,,,,26.8638,7.70416,M0,9.83803,353.671,388.579,2.0999999999999996,2.2174137386382293
6047,94595,,288.756,-32.4166,,12.696,11.28,10.875,9.57,8.342,7.703,7.491,28.1679,9.03123,M0.5Vk,0.0610805,380.478,-77.984,1.4160000000000004,0.18206188400462242
6048,94622,,288.829,24.8971,,11.014,9.71,9.0,8.21,7.129,6.522,6.367,28.926,7.40356,M0,0.207594,240.467,219.053,1.3039999999999985,0.2882986583098572
6049,94645,,288.888,-24.1794,,6.798,6.25,,5.66,5.296,5.1,4.936,27.4789,4.055,F8V,2.04788,118.552,-102.235,0.548,0.428994667753408
6050,94648,,288.888,73.3555,7.15,5.707,4.45,3.55,3.3,2.45,2.057,1.76,45.3535,1.16694,K3III,60.1482,-127.604,94.023,1.2569999999999997,2.9303151832008503
6051,94650,,288.896,11.5547,,8.968,8.06,7.5,7.11,6.453,6.092,5.944,26.3477,5.95629,K0,0.437417,183.442,-172.918,0.9079999999999995,0.2954261819654088
6052,94674,,288.974,-48.3577,,11.88,10.46,,8.74,8.375,7.868,7.731,47.5746,7.07312,K7,0.376563,-13.634,-115.004,1.42,0.26821577430404364
6053,94701,,289.049,47.0869,,12.38,10.78,9.6,8.18,7.964,7.323,,26.726,8.64533,K7,0.232982,-133.52,-193.385,1.6000000000000014,0.3692569719617089
6054,94739,,289.179,-45.8893,12.044,10.812,9.38,8.432,7.49,6.45,5.774,5.571,16.8696,8.24448,K9V...,0.133595,216.06,-410.922,1.4319999999999986,0.45430831382372594
6055,94755,,289.214,46.9991,,6.499,6.02,5.7,5.47,5.15,4.791,6.47,42.1299,2.89705,F6IV:,5.78761,-10.419,292.591,0.4790000000000001,0.43947190764568506
6056,94757,,289.218,-10.9718,,7.5,6.93,,6.29,5.88,5.631,5.532,30.7486,4.49087,G0,1.38053,152.95,9.182,0.5700000000000003,0.32186678072423114
6057,94761,,289.23,5.1689,11.768,10.584,9.12,8.076,6.8,5.583,4.929,4.673,5.9116,10.2615,M3.5V,0.0235895,-579.043,-1332.74,1.4640000000000004,0.5548360247041911
6058,94779,,289.276,53.3685,5.47,4.75,3.8,3.13,2.95,2.21,1.823,1.64,36.9862,0.9598,K0III,45.5571,60.344,124.06,0.9500000000000002,2.239856740710518
6059,94802,,289.343,71.347,,7.799,7.07,,6.29,5.761,5.426,5.36,37.5026,4.19969,G5,1.94925,-15.239,-40.261,0.7290000000000001,0.3653354273584322
6060,94842,,289.474,25.3697,,8.99,8.31,7.9,7.57,7.007,6.672,6.623,44.4014,5.07302,G8V,0.840997,159.974,231.44,0.6799999999999997,0.19428986964861517
6061,94858,,289.541,-53.3871,,6.865,6.36,,5.78,5.52,5.184,5.1,45.6596,3.06234,F7V,5.01416,24.967,-81.44,0.5049999999999999,0.3876227742672053
6062,94863,,289.553,-38.3846,,9.269,8.46,,7.62,6.964,6.49,6.384,43.25,5.28007,G8V,0.755262,99.535,-90.926,0.8089999999999993,0.21365905255310824
6063,94905,,289.688,16.4884,,7.551,7.01,,6.4,5.964,5.736,5.657,36.1843,4.2174,F8IV-V,1.7583,-31.327,-10.628,0.5410000000000004,0.2998310445771237
6064,94931,,289.752,41.6346,10.01,9.676,8.87,8.18,8.02,7.244,6.772,6.703,36.4781,6.05984,K0V,0.368241,94.682,-632.202,0.8060000000000009,0.17618712802827308
6065,94939,,289.787,-45.7996,,12.55,11.45,11.085,10.27,8.52,7.832,7.643,35.3289,8.70935,M3,0.0434773,40.676,-412.769,1.1000000000000014,0.08525353070765203
6066,94966,,289.879,-36.6585,,7.763,7.25,,6.66,,,,49.2024,3.79007,F7V,2.57349,39.3,-95.86,0.5129999999999999,0.2597339408346586
6067,94981,,289.913,37.3305,7.2,6.966,6.29,5.8,5.55,5.028,4.753,4.677,25.2234,4.28098,G8V,1.74477,-61.524,-183.668,0.6760000000000002,0.4901656685182278
6068,95006,,289.984,-30.4691,,9.632,8.79,,7.93,7.303,6.97,6.847,40.8642,5.73328,G8/K0V,0.512081,58.113,-172.377,0.8420000000000005,0.19199085015763484
6069,95015,,290.0,-9.3236,,9.431,8.59,,7.71,7.152,6.871,6.689,47.8114,5.19234,G5,0.841552,-122.751,-318.277,0.8409999999999993,0.21022208373199697
6070,95031,,290.035,-3.05188,,10.78,9.9,,8.98,8.218,7.725,7.616,48.5168,6.47054,K3V,0.267804,-52.827,-7.262,0.879999999999999,0.12151531171251137
6071,95055,,290.113,-1.30976,,7.008,6.57,,6.06,5.748,5.56,5.513,49.3654,3.10289,F2,4.75167,71.917,51.287,0.4379999999999997,0.3245529800238576
6072,95066,,,290.137,-5.41577,,5.917,4.98,,4.05,3.529,2.991,2.898,47.2813,1.60655,,,113.13,,
6073,95071,,290.146,-7.66668,11.553,12.35,12.28,12.229,12.2,12.351,12.355,12.421,10.4985,12.1744,DAw...,0.00118729,-61.279,-161.774,0.07000000000000028,0.012954181470221945
6074,95106,,290.223,-33.053,,8.826,8.17,,7.45,6.831,6.511,6.392,47.1032,4.80475,G2/G3V,1.06203,7.24,-149.77,0.6560000000000006,0.20131313608538828
6075,95110,,290.227,-33.0552,,10.546,9.91,,9.21,8.002,7.55,7.418,47.5434,6.52455,G0,0.216841,8.725,-141.592,0.6359999999999992,0.08820565547811927
6076,95149,,290.374,-34.9835,7.22,7.108,6.48,,5.79,5.319,5.05,4.926,19.8861,4.98725,G1/G2V,0.892431,110.819,-84.059,0.6279999999999992,0.4240024300094358
6077,95164,,290.414,-29.6055,,7.668,7.1,,6.46,6.045,5.818,5.744,47.6915,3.7078,G1V,2.83825,123.803,-10.458,0.5680000000000005,0.29693132858951754
6078,95168,,290.418,-17.8472,4.29,4.148,3.92,3.74,3.67,3.5,3.4,3.36,37.998,1.0212,F0III/IV,31.0836,-26.335,22.949,0.22799999999999976,0.8206946741260674
6079,95187,,290.464,28.6662,,12.94,11.52,10.62,9.8,8.352,7.745,7.548,23.5695,9.65825,M1,0.0348166,864.847,255.681,1.42,0.16462065145367782
6080,95203,,290.516,-29.5231,,7.663,7.09,,6.44,5.998,5.735,5.659,47.8902,3.68877,G1V,2.89209,118.852,-18.284,0.5730000000000004,0.3000588518590357
6081,95223,,290.591,33.885,,11.553,9.95,9.48,7.34,7.557,6.909,6.822,28.496,7.67608,K6,0.577307,127.475,724.212,1.6030000000000015,0.5455864788059126
6082,95253,,290.701,9.91315,,6.798,6.34,,5.8,5.47,5.261,5.193,36.3224,3.53913,F6V,3.18758,8.245,107.258,0.4580000000000002,0.3697559365644355
6083,95256,,290.707,-66.152,,9.842,8.97,,8.05,7.445,7.06,6.978,44.943,5.70669,K2V,0.538998,2.477,-362.716,0.8719999999999999,0.18434765893466795
6084,95261,,290.713,-54.4239,,5.05,5.03,,4.99,5.1,5.15,5.01,47.3604,1.65293,A0Vn,20.8299,25.616,-82.536,0.019999999999999574,0.324997298278412
6085,95270,,290.746,-54.538,,7.52,7.04,,6.49,6.2,5.98,5.91,48.2132,3.62417,F5/F6V,2.96335,24.56,-81.914,0.47999999999999954,0.275075871136298
6086,95274,,290.758,47.7146,,9.721,8.97,,8.18,7.564,7.241,7.177,45.8928,5.66128,K0,0.512581,1.74,-73.316,0.7509999999999994,0.15659352915389924
6087,95293,,290.802,19.3754,,8.303,7.81,,7.24,6.844,6.645,6.626,49.8256,4.32274,F6V,1.56368,-4.928,-81.534,0.4930000000000012,0.1959780771413636
6088,95294,,290.805,-44.7998,,4.62,4.27,,3.85,3.183,2.935,2.931,40.1487,1.25164,F2III,25.4955,94.52,-53.625,0.35000000000000053,0.8359871118800594
6089,95299,,290.819,-6.58537,,10.754,9.66,,8.49,7.512,6.968,6.809,31.1492,7.19277,K5V,0.1745,-172.0,-198.567,1.0939999999999994,0.1922794003347302
6090,95309,,290.853,20.5688,,8.488,7.91,7.6,7.26,6.729,6.433,6.334,46.1359,4.58981,G2IVws,1.26265,-2.468,-180.124,0.5779999999999994,0.20689849728346457
6091,95319,,290.892,33.222,,7.174,6.37,5.8,5.53,5.369,4.743,4.493,15.6098,5.40301,G8V,0.674194,81.803,160.392,0.8040000000000003,0.5556639096686682
6092,95326,,290.913,-39.1892,,,12.0,,,10.395,9.922,9.813,29.0951,9.6809,K2.5V,,39.26,-9.69,,
6093,95350,,290.981,-62.8718,,10.372,9.44,8.83,8.46,7.739,7.31,7.186,42.4394,6.30115,K0,0.32594,135.757,-456.304,0.9320000000000004,0.1622408685487
6094,95417,,291.143,-22.0622,,12.301,10.91,10.422,9.22,8.246,7.613,7.433,27.6284,8.70323,K4,0.0753244,-230.84,-451.627,1.391,0.20315747055679947
6095,95428,,291.174,22.2015,,8.528,7.81,7.3,7.04,6.555,6.216,6.179,32.7504,5.23392,G5,0.748284,134.856,-83.177,0.7180000000000009,0.2562863323335109
6096,95429,,291.175,8.54993,,11.989,11.19,10.9,10.36,8.57,7.914,7.734,34.1961,8.52012,?,0.0381608,48.861,-190.073,0.7990000000000013,0.059967616846102724
6097,95447,,291.242,11.9444,6.35,5.931,5.17,4.7,4.42,3.92,3.59,3.53,14.9593,4.29544,G8IVvar,1.8198,721.042,643.379,0.7610000000000001,0.9127170636617868
6098,95457,,291.276,-23.0418,,8.108,7.58,,6.98,6.475,6.205,6.132,47.795,4.18309,F6V,1.80438,24.659,-7.087,0.5280000000000005,0.22710481126453763
6099,95467,,291.29,-66.4688,,9.406,8.4,,7.38,6.664,6.243,6.094,26.8971,6.25147,K5V,0.374502,-230.931,235.775,1.0060000000000002,0.2946649062029655
6100,95492,,,291.357,24.9128,,6.718,6.19,5.9,5.59,5.08,4.931,4.858,28.3305,3.92873,,,-176.786,,
6101,95501,,291.375,3.11477,3.72,3.679,3.36,3.11,2.98,2.72,2.55,2.54,15.5255,2.40477,F0IV,8.80199,254.54,82.51,0.31899999999999995,1.2181311266872321
6102,95571,,291.596,-63.23,,8.444,7.91,,7.3,6.893,6.641,6.573,49.3228,4.44476,F8V,1.42185,45.863,-0.598,0.5340000000000007,0.19647064242107742
6103,95575,,291.608,49.4653,,8.939,8.01,7.5,7.04,6.161,5.674,5.566,24.2649,6.08511,K3V,0.39644,456.419,713.051,0.9290000000000003,0.31201362944769073
6104,95641,,291.816,-34.5473,,11.495,10.56,,9.58,8.742,8.27,8.094,47.5285,7.17523,?,0.146189,-70.97,-203.98,0.9349999999999987,0.09730912468291421
6105,95644,,291.825,-69.3017,,10.042,9.23,,8.39,7.685,7.26,7.174,41.8205,6.12305,G8/K0V,0.347454,-49.582,-5.547,0.8119999999999994,0.15047814650397642
6106,95652,,291.848,13.9885,,10.873,10.4,,9.86,9.152,8.878,8.82,39.1236,7.4378,?,0.0881976,1.93,-0.11,0.472999999999999,0.0580493156574792
6107,95722,,292.051,-12.1448,,8.311,7.57,,6.78,6.256,5.921,5.821,38.0277,4.6695,G8V,1.26846,57.721,-97.586,0.7409999999999997,0.29461601075650334
6108,95727,,292.058,14.0016,,9.78,9.0,8.5,8.18,7.577,7.19,7.124,42.4274,5.86177,K0V,0.438537,236.981,28.134,0.7799999999999994,0.16033759391762614
6109,95730,,292.064,12.5359,,10.25,9.17,,8.13,7.049,6.517,6.35,28.9248,6.86365,K2,0.2324,-52.973,-39.898,1.08,0.23490941565677642
6110,95772,,292.193,11.027,,8.073,7.45,,6.76,6.382,6.107,6.004,40.9057,4.39108,G5,1.54372,-11.151,-28.033,0.6230000000000002,0.2696459006682794
6111,95795,,292.262,-49.8754,,9.678,8.87,,8.02,7.427,7.046,6.919,41.4467,5.78255,K0V,0.475436,-51.276,-256.553,0.8080000000000016,0.17666005835534618
6112,95821,,292.339,31.6087,,7.668,6.95,6.5,6.18,5.657,5.405,5.301,36.9193,4.11373,G5,2.09962,-24.24,-410.953,0.718,0.38082499584537627
6113,95829,,292.36,0.528141,,12.01,10.73,10.0,9.27,8.412,7.81,7.687,44.0672,7.50942,K5,0.181115,-25.932,-237.555,1.2799999999999994,0.1708699975067352
6114,95849,,292.419,-30.7978,,7.729,7.13,,6.46,6.075,5.868,5.766,35.8329,4.35859,G2V,1.57459,5.796,-261.836,0.5990000000000002,0.30372751983791857
6115,95853,,292.426,51.7298,,3.908,3.76,,3.58,3.735,3.691,3.598,36.9545,0.921663,A5Vn,35.3013,20.072,127.513,0.14800000000000013,0.7682285962670251
6116,95864,,292.463,-37.038,,9.784,9.03,8.59,8.23,7.672,7.356,7.265,49.8997,5.53951,G6V,0.574872,-19.58,-15.517,0.7540000000000013,0.152910643161055
6117,95890,,292.523,21.6761,,11.14,9.98,9.2,8.72,7.786,7.174,7.073,29.0615,7.66341,K5,0.135973,-216.063,-200.103,1.1600000000000001,0.18802871653531025
6118,95903,,292.557,-54.9387,,12.7,11.33,10.47,9.64,8.647,8.041,7.87,40.9581,8.2683,M0,0.106266,21.909,-313.821,1.3699999999999992,0.15923511736878385
6119,95905,,292.562,-32.0914,,6.994,6.6,,6.14,5.853,5.685,5.629,47.9386,3.19657,F3V,4.32973,108.98,-37.15,0.39400000000000013,0.3028925890486317
6120,95932,,292.644,-55.1101,,6.74,6.29,,5.77,5.454,5.286,5.168,36.0852,3.50336,F5V,3.2901,38.457,-11.251,0.4500000000000002,0.37469774300481057
6121,95938,,292.667,35.1026,,8.371,7.81,,7.18,6.772,6.552,6.525,49.6857,4.32884,F5,1.59867,49.507,72.119,0.5610000000000008,0.21236627320597495
6122,95962,,292.72,-6.51442,,7.91,7.27,,6.57,6.159,5.829,5.753,33.3784,4.65267,G0,1.21621,-141.377,-141.273,0.6400000000000006,0.2989268368600203
6123,95995,,292.783,58.586,,7.459,6.6,7.36,5.7,5.02,4.613,4.463,18.2244,5.29673,K1V,0.779453,-509.649,-395.373,0.859,0.5390296692193162
6124,96072,,293.004,5.39857,,9.245,8.44,,7.61,7.074,6.742,6.64,48.4029,5.01564,G8IV,0.963332,82.691,-119.427,0.8049999999999997,0.2144830161662025
6125,96085,,293.028,-11.2749,,8.452,7.53,,6.56,5.912,5.451,5.331,17.694,6.29086,K2V,0.325671,234.465,18.134,0.9219999999999997,0.385091074266756
6126,96095,,293.058,-44.5464,,7.006,6.48,,5.88,5.51,5.268,5.151,41.3974,3.39513,F6V,3.72463,-151.232,45.072,0.5259999999999998,0.3760119813445374
6127,96100,,293.09,69.6612,5.86,5.456,4.67,4.04,3.82,3.42,3.04,2.83,5.77232,5.86325,K0V,0.439179,597.878,-1738.26,0.7860000000000005,1.1870016202407483
6128,96113,,293.126,-35.4517,10.74,9.778,8.69,7.992,7.53,6.657,6.085,5.957,21.1232,7.0662,K3/K4V,0.194684,-287.528,159.041,1.088000000000001,0.2972925774173833
6129,96121,,293.158,0.577512,13.091,11.826,10.42,9.516,8.66,7.635,7.045,6.808,22.0981,8.69822,M1,0.0797886,218.166,25.144,1.4060000000000006,0.2640024324947447
6130,96124,,293.168,-28.0198,,7.815,7.14,,6.41,5.917,5.588,5.495,27.8393,4.91671,K0+...,0.971402,72.915,-749.151,0.6750000000000007,0.3309914636909804
6131,96183,,293.356,21.8403,7.97,7.635,6.89,6.468,6.1,5.567,5.254,5.166,20.8978,5.2895,G5V,0.718566,-21.432,-205.619,0.7450000000000001,0.4050028441437435
6132,96184,,293.359,23.4975,,8.464,7.81,,7.09,6.561,6.321,6.18,45.8392,4.50382,G0,1.39892,-30.919,-0.185,0.6540000000000008,0.23704488578764943
6133,96185,,293.363,33.2019,7.22,7.215,6.62,6.14,5.94,5.452,5.166,5.079,31.8453,4.10477,G0V,1.9846,-464.535,224.969,0.5949999999999998,0.3823302188848374
6134,96224,,293.509,12.6357,,9.63,8.83,8.3,7.99,7.447,7.095,6.988,46.5562,5.49011,G5,0.621871,-68.363,-262.062,0.8000000000000007,0.1780306526738611
6135,96229,,293.522,7.37894,6.87,5.626,4.45,3.55,3.31,2.54,2.01,1.81,32.8797,1.86536,K3III,29.3096,213.068,-156.782,1.1760000000000002,2.477180596834344
6136,96240,,293.541,-23.0166,,11.12,10.11,,9.05,8.352,7.879,7.75,49.5211,6.63605,K3V,0.264022,18.437,34.166,1.0099999999999998,0.13496364807605574
6137,96258,,293.582,51.2366,,6.185,5.71,5.4,5.13,4.7,4.59,4.494,25.3469,3.69037,F7V,2.78398,30.203,-188.576,0.47499999999999964,0.504478767256767
6138,96265,,293.608,-12.9267,,8.344,7.73,,7.05,6.605,6.364,6.245,49.8567,4.24138,G3V,1.76711,-170.295,-94.19,0.613999999999999,0.23451423254811504
6139,96285,,293.666,4.58252,11.917,10.74,9.35,8.475,7.71,6.714,6.142,5.918,14.4275,8.55405,K5,0.0861372,524.143,311.15,1.3900000000000006,0.4157068993456044
6140,96308,,293.732,11.4241,,8.58,7.91,7.5,7.18,6.71,6.379,6.327,41.2831,4.83114,G5,1.04809,279.881,7.494,0.6699999999999999,0.23077593369669153
6141,96339,,,293.776,8.46075,,11.84,10.38,10.183,8.91,7.329,6.701,6.486,27.4574,8.18670,,0.12,-64.11,,
6142,96334,,293.79,-69.9756,,8.538,7.89,,7.18,6.718,6.397,6.298,38.1843,4.98058,G3V,0.89914,-4.019,-175.865,0.6480000000000006,0.2268357644588116
6143,96345,,293.819,-69.0934,,8.832,8.16,,7.43,6.983,6.667,6.588,44.8593,4.90074,G3IV/V,0.984333,-23.709,-178.625,0.6720000000000006,0.20617699040176501
6144,96351,,293.855,2.9136,,6.784,6.37,,5.89,5.612,5.45,5.361,41.7035,3.26914,F6IV,4.07865,10.273,53.496,0.4139999999999997,0.34539262371943663
6145,96370,,293.899,-20.7821,,7.297,6.74,,6.11,5.692,5.432,5.362,31.2605,4.26502,G1V,1.69331,99.925,-167.466,0.5569999999999995,0.3459752221779042
6146,96395,,293.982,56.9839,,7.366,6.73,6.3,6.03,5.509,5.282,5.22,24.004,4.82858,G0,1.03402,5.619,-204.418,0.6359999999999992,0.3815016596979548
6147,96402,,294.003,0.091187,,8.225,7.55,7.1,6.82,6.289,5.975,5.894,39.8605,4.54729,G5,1.36511,-15.45,-384.428,0.6749999999999998,0.27404178861862255
6148,96426,,294.062,-47.9483,,11.373,10.21,9.61,8.94,8.08,7.506,7.384,42.9882,7.04325,K7,0.242327,44.602,-370.003,1.1629999999999985,0.1701304880887511
