,HIP,TYC,RA,Dec,Umag,Bmag,Vmag,Rmag,Imag,Jmag,Hmag,Kmag,dist,M_V,Type,Lstar,pmRA,pmDec,BmV,angdiam
5841,90598,,277.305,-54.9344,,10.218,9.54,,8.8,8.025,7.56,7.508,49.4252,6.07026,K1V:,0.335758,-54.949,-170.212,0.6780000000000008,0.11000082497952766
5842,90611,,277.343,-27.972,,10.581,9.37,,8.02,7.205,6.67,6.489,27.2289,7.19485,K2:V,0.227797,-67.321,-448.348,1.2110000000000003,0.2759183756891105
5843,90626,,277.383,9.06209,,9.626,8.65,8.0,7.63,6.903,6.456,6.327,27.5333,6.45071,K2,0.299838,188.724,72.869,0.9759999999999991,0.2500765633944689
5844,90656,,277.468,-1.8181,10.187,9.114,8.04,7.374,6.9,6.069,5.643,5.484,18.7821,6.67128,K3V,0.275488,172.079,-193.48,1.0740000000000016,0.3910421140467947
5845,90706,,277.603,-35.8055,,12.21,10.86,,9.29,,,,39.6988,7.86611,K6.5V(k)+K8V,0.147251,213.211,-318.81,1.3500000000000014,0.18862786193814102
5846,90729,,277.674,20.815,,7.285,6.49,6.0,5.69,5.113,4.681,4.634,35.2905,3.75171,G8IV,3.08025,16.702,-264.706,0.7949999999999999,0.5195294743861002
5847,90790,,277.829,-18.9088,8.217,7.671,6.81,6.324,5.89,5.286,4.87,4.704,13.1618,6.21342,K1V,0.33556,-138.402,-195.274,0.8610000000000007,0.49072726136137573
5848,90833,,277.95,61.7791,,8.895,8.26,,7.56,7.054,6.776,6.697,45.0244,4.99276,K0,0.88882,-1.953,77.042,0.6349999999999998,0.18835614329704847
5849,90848,,277.993,-46.3026,,9.855,8.97,,8.08,7.351,6.904,6.805,35.5547,6.21552,K0V,0.339403,-108.494,-134.008,0.8849999999999998,0.18783370523328896
5850,90851,,278.007,6.7801,,7.946,7.46,,6.9,6.55,6.393,6.31,47.4208,4.08016,F5,1.95075,-28.095,-68.814,0.48599999999999977,0.22833648812091306
5851,90864,,278.044,13.7366,,7.892,7.2,6.8,6.45,5.897,5.626,5.557,26.1556,5.11217,G8V,0.8157,112.414,122.644,0.6920000000000002,0.32870089784184714
5852,90936,,278.254,-39.892,,6.649,6.22,,5.72,5.42,5.282,5.195,37.055,3.37577,F5V,3.70031,86.451,-79.689,0.42900000000000027,0.37709512713088994
5853,90945,,278.271,-54.2632,,9.615,8.5,,7.3,6.454,5.896,5.774,19.0953,7.09536,K4Vp...,0.201023,-120.976,-142.033,1.1150000000000002,0.34103363669461817
5854,90954,,278.311,40.1596,,7.785,7.25,,6.64,6.126,5.871,5.805,41.4295,4.16345,F5,1.84317,-37.543,49.102,0.5350000000000001,0.26656872993660274
5855,90959,,278.324,22.3143,11.122,10.081,8.9,8.195,7.76,6.817,6.283,6.158,23.3929,7.05458,K4V,0.248467,-176.323,-472.598,1.1809999999999992,0.32232599630381686
5856,90969,,278.346,-38.72,,6.33,6.31,,6.27,6.232,6.291,6.182,47.2144,2.93963,B8,6.36805,12.01,-23.71,0.020000000000000462,0.18025185826705944
5857,90979,,278.37,-11.636,,11.293,10.03,9.6,8.59,7.651,7.031,6.867,27.1878,7.85813,K7V,0.12788,-288.59,-235.56,1.263,0.22727148156428542
5858,90981,,278.373,-58.7088,,7.088,6.4,,5.64,5.161,4.815,4.706,47.221,3.02932,G5IV,5.54008,21.272,-107.606,0.6879999999999997,0.4728016779532344
5859,91009,,278.482,51.7191,10.22,9.465,8.2,8.733,6.76,5.597,5.02,4.843,16.5108,7.11116,K7Vvar,0.255243,185.789,-325.809,1.2650000000000006,0.5301865209992895
5860,91043,,278.584,18.6901,,8.008,7.39,,6.7,6.22,5.896,5.848,35.3744,4.64655,G0V,1.21836,-20.245,-50.289,0.6179999999999994,0.2755644348507365
5861,91058,,278.628,34.4156,,8.06,7.55,7.2,6.97,6.496,6.267,6.241,49.3286,4.0845,F6p,1.95974,195.787,192.142,0.5100000000000007,0.22541624202527208
5862,91085,,278.682,-28.0723,,9.377,8.61,,7.8,7.244,6.868,6.831,44.869,5.35027,G8V,0.693108,-29.578,-109.11,0.7670000000000012,0.18866700536163447
5863,91115,,278.789,63.6964,,8.664,8.1,7.8,7.46,6.932,6.693,6.598,43.6491,4.90013,F9V,0.945442,-23.54,-257.94,0.5640000000000001,0.18647292569641258
5864,91120,,278.81,41.5816,,7.602,7.16,,6.65,6.207,6.016,5.977,49.4315,3.68998,F5,2.76792,2.51,82.5,0.44200000000000017,0.24855564622887857
5865,91128,,278.827,45.744,,11.255,9.84,9.4,8.13,6.881,6.26,6.082,15.5645,8.87932,M2,0.0699649,452.186,363.668,1.415000000000001,0.3524963012272017
5866,91138,,278.867,15.4664,,10.144,9.28,,8.4,7.727,7.333,7.238,48.8892,5.83393,K2,0.476975,-27.617,-93.03,0.8640000000000008,0.15801061540612701
5867,91154,,278.958,-61.2269,11.592,10.492,9.34,8.625,8.09,7.143,6.587,6.415,45.7601,6.03757,K3V,0.596559,-18.993,-425.34,1.152000000000001,0.24856582274569292
5868,91159,,278.972,16.9757,,6.752,6.21,,5.58,,,,34.5454,3.51805,G2Vvcomp,3.34977,46.363,-73.563,0.5419999999999998,0.43389790496216113
5869,91187,,279.038,-10.8907,,9.211,8.52,,7.77,7.197,6.839,6.754,34.9587,5.80223,G5,0.431707,126.071,-193.603,0.6910000000000007,0.17875983350478783
5870,91210,,279.098,66.9132,,8.198,7.58,,6.89,6.403,6.14,6.092,36.1188,4.79133,G3Vvar,1.06626,69.414,-56.918,0.6180000000000003,0.25247778155913403
5871,91217,,279.116,9.12249,,5.767,5.38,,4.93,4.667,4.363,4.374,38.812,2.43517,F5III,8.69604,-3.232,-128.852,0.38700000000000045,0.526475734602278
5872,91237,,,279.163,6.6718,,5.816,5.43,,4.98,4.768,4.636,4.459,33.4838,2.80583,,,-30.87,,
5873,91253,,279.201,-26.2894,,8.434,7.8,,7.1,6.62,6.355,6.27,46.4253,4.46623,G3V,1.44338,-43.34,-43.5,0.6339999999999995,0.23252161606335597
5874,91258,,279.221,61.7025,,9.465,8.65,8.1,7.81,7.31,6.996,6.893,45.9455,5.33878,G5,0.715365,-39.489,-231.747,0.8149999999999995,0.19734704494116773
5875,91262,,279.235,38.7837,0.03,0.029,0.03,0.07,0.04,-0.18,-0.03,0.13,7.67872,0.603555,A0Vvar,57.2325,200.94,286.23,-0.0009999999999999974,3.083240855700695
5876,91287,,279.303,-25.6713,,8.117,7.43,,6.69,6.194,5.971,5.816,30.2048,5.02962,G5V,0.877332,171.009,-281.906,0.6870000000000012,0.29386599141522207
5877,91295,,279.325,12.2684,,8.54,7.98,7.7,7.35,6.849,6.569,6.509,49.5295,4.50568,G5,1.35797,-80.27,-173.28,0.5599999999999987,0.19614418573645817
5878,91326,,279.411,34.6905,,12.14,10.78,10.326,9.19,8.17,7.549,7.385,32.0462,8.25111,K7,0.105552,-360.911,-122.943,1.3600000000000012,0.2003468326878019
5879,91360,,279.495,-6.80548,,9.173,8.34,7.8,7.46,6.892,6.538,6.434,38.4829,5.41366,G5,0.679051,-127.696,-397.144,0.8330000000000002,0.23328273453195628
5880,91364,,279.508,42.6652,,9.142,8.32,7.8,7.46,6.734,6.355,6.278,27.1599,6.15036,G5,0.340461,292.953,64.231,0.8219999999999992,0.23192666446598556
5881,91371,,279.526,58.4187,,9.792,9.0,8.5,8.18,7.559,7.197,7.126,48.9469,5.55137,G5,0.586604,275.221,88.575,0.7919999999999998,0.16288678012959257
5882,91381,,279.567,28.9254,,9.144,8.44,8.0,7.69,7.123,6.667,6.639,36.0771,5.65384,G5V,0.501724,-41.03,-470.634,0.7040000000000006,0.1884508520301139
5883,91394,,279.599,-3.19364,,7.043,6.49,,5.85,5.481,5.208,5.115,48.7353,3.05078,F9IV,5.17418,4.504,35.585,0.5529999999999999,0.38637054899603784
5884,91404,,279.618,-52.8201,,10.558,9.56,,8.94,7.484,6.95,6.784,39.5268,6.57554,K3V,0.275296,22.124,-270.44,0.9979999999999993,0.17044736109372127
5885,91430,,279.686,-14.4906,13.969,12.836,11.28,10.183,8.82,7.661,7.06,6.849,13.3843,10.647,M1V:,0.0290274,112.376,-568.819,1.556000000000001,0.2606055171910886
5886,91438,,279.723,-21.0519,,6.523,5.85,,5.12,4.789,4.309,4.227,13.0488,5.27215,G5V,0.699618,-75.128,-153.645,0.673,0.5980884957622017
5887,91479,,279.859,28.3749,,12.084,10.83,10.1,9.41,8.548,7.957,7.795,44.964,7.56567,?,0.165843,-119.87,-142.7,1.2539999999999996,0.15420932770768142
5888,91489,,279.884,30.1652,,11.528,10.85,10.345,9.28,8.065,7.402,7.253,25.4917,8.818,M0V,0.0267256,-91.698,-169.451,0.6780000000000008,0.06017220719530757
5889,91507,,279.925,37.9931,,8.025,7.5,7.5,6.9,6.475,6.283,6.227,45.9842,4.18696,F5,1.79532,-25.81,51.158,0.5250000000000004,0.23479518164865223
5890,91557,,280.074,-10.4652,,13.032,11.49,11.192,9.4,8.262,7.689,7.46,17.7533,10.2436,M0,0.0386251,-143.163,-556.807,1.5419999999999998,0.22795978982506995
5891,91605,,280.229,31.5331,,9.405,8.54,8.0,7.63,6.8,6.33,6.22,23.9297,6.64532,K3V,0.226069,84.515,-836.738,0.8650000000000002,0.22248611485284095
5892,91608,,280.239,-13.3796,13.303,12.135,10.63,9.655,8.57,7.397,6.728,6.546,16.9741,9.48106,M0,0.0608718,-94.322,-671.247,1.504999999999999,0.3074577823846538
5893,91626,,280.298,-56.8743,,11.7,10.49,9.73,9.06,8.117,7.557,7.381,47.4019,7.11102,K7,0.245818,9.08,-69.073,1.209999999999999,0.16439367686649362
5894,91638,,280.319,-63.5344,,10.4,9.41,,8.38,7.678,7.224,7.108,37.3829,6.54664,K1/K2V,0.280122,16.269,20.724,0.9900000000000002,0.18026164557723257
5895,91644,,280.332,-60.4299,13.938,12.66,11.24,10.73,9.51,8.481,7.853,7.624,38.5282,8.3111,M0,0.120405,-43.77,-120.188,1.42,0.18727694490373234
5896,91645,,280.335,4.55816,,7.565,7.06,,6.48,6.113,5.885,5.833,41.9921,3.94416,F8,2.22571,59.536,-37.53,0.5050000000000008,0.28080787662319445
5897,91668,,280.402,0.920517,,13.641,12.23,11.6,10.53,9.523,8.995,8.781,30.0333,9.84199,K4,0.0283684,45.948,-1981.23,1.4109999999999996,0.11611922663407467
5898,91699,,280.496,31.8305,,12.849,11.27,10.845,8.72,7.523,6.977,6.722,10.8005,11.1028,M4,0.0217346,-300.254,8.358,1.5790000000000006,0.27842140428394807
5899,91700,,280.51,-34.4663,,8.698,7.95,,7.16,6.649,6.318,6.232,33.2862,5.33868,G5V,0.688281,-5.063,-64.955,0.7480000000000002,0.2495249339722425
5900,91720,,280.556,88.303,,11.02,9.96,9.2,8.84,7.829,7.386,7.264,39.7845,6.96143,K8,0.20743,-93.187,145.767,1.0599999999999987,0.15755406786177606
5901,91768,,280.695,59.6304,,10.444,8.94,8.1,6.84,5.189,4.741,4.432,3.52176,11.2062,K5,0.0123424,-1311.91,1792.19,1.5040000000000013,0.6678207175998857
5902,91772,,280.695,59.6268,,11.261,9.7,8.9,7.21,5.721,5.197,5.0,3.52283,11.9655,K5,0.00887472,-1400.02,1862.41,1.561,0.5467245207833106
5903,91786,,280.744,-51.2154,,10.144,9.34,,8.51,7.869,7.498,7.339,48.6365,5.90519,K0V,0.424535,54.528,-32.227,0.8040000000000003,0.14151816554138452
5904,91801,,280.773,7.70102,,9.4,8.64,8.2,7.84,7.349,7.031,6.972,40.568,5.59909,K0,0.547193,130.41,-252.49,0.7599999999999998,0.18440719309050602
5905,91805,,280.786,-45.9008,,9.155,8.53,,7.84,7.331,7.017,6.956,49.7976,5.04396,G3V,0.846494,129.42,-220.731,0.625,0.16437022491313186
5906,91862,,280.924,-40.0587,,11.067,10.03,,8.94,7.988,7.378,7.252,34.5936,7.33502,K5,0.143125,-81.278,-498.502,1.0370000000000008,0.14657323232866032
5907,91868,,280.931,31.6817,,10.124,9.13,,8.16,,,,47.619,5.7411,K0,0.590975,-35.04,-38.39,0.9939999999999998,0.20641461111983894
5908,91905,,281.04,46.1143,,9.293,8.56,8.2,7.78,7.123,6.786,6.724,37.0561,5.7157,K,0.482755,-140.055,163.037,0.7329999999999988,0.18487293439933591
5909,91906,,281.04,75.9909,,12.09,10.71,10.23,9.08,8.352,7.721,7.568,39.9351,7.70322,M0,0.183073,-122.381,152.091,1.379999999999999,0.21695720525964876
5910,91919,,281.085,39.6701,,4.84,4.67,6.1,4.48,4.2,4.3,4.23,49.776,1.1849,F1V,27.2923,11.09,61.39,0.16999999999999993,0.5261435291254705
5911,91926,,281.095,39.6127,,4.77,4.59,,4.39,4.03,4.209,4.157,49.5184,1.11617,A8Vn,28.8625,6.967,49.926,0.17999999999999972,0.5557339023086915
5912,91949,,281.146,43.8333,,8.383,7.54,,6.66,6.088,5.751,5.67,27.0429,5.37973,K0,0.710239,-105.631,-1.833,0.8429999999999991,0.3418875912003093
5913,91958,,281.168,23.5899,,6.737,6.3,,5.79,5.473,5.348,5.264,47.1961,2.93047,F6V,5.57059,15.775,-84.781,0.4370000000000003,0.367071009359918
5914,91971,,281.193,37.6051,4.71,4.532,4.34,4.21,4.16,,,3.9,47.3976,0.961217,Am,33.0773,27.625,19.905,0.19200000000000017,0.6367811971581722
5915,91973,,281.201,37.5946,,6.015,5.73,,5.41,5.097,5.055,4.958,48.5152,2.30061,F0IVvar,9.64281,23.159,23.592,0.28499999999999925,0.38944967589965734
5916,92024,,281.362,-64.8713,,4.979,4.78,,4.57,4.382,4.251,4.298,28.3374,2.5182,A7V,7.86399,32.073,-150.182,0.19899999999999984,0.5262820004259275
5917,92043,,281.416,20.5463,4.66,4.673,4.19,3.8,3.64,3.32,3.286,3.06,19.5587,2.7333,F6V,6.73811,-6.621,-335.822,0.48299999999999965,1.0256874816481392
5918,92059,,281.45,-34.3343,,12.6,11.98,,,12.283,12.08,12.054,18.0213,10.7011,Fp,0.00461557,-36.03,27.3,0.6199999999999992,0.03336191603877665
5919,92122,,281.644,38.3509,,8.925,8.1,,7.23,6.558,6.127,6.073,35.6125,5.34199,G5,0.71892,17.46,-78.37,0.8250000000000011,0.2577063216778003
5920,92140,,281.693,-14.4654,,7.742,7.28,,6.75,,,,37.2205,4.42609,F5V,1.40934,-42.131,-266.649,0.46199999999999974,0.24100384744601058
5921,92161,,281.755,18.1815,4.56,4.488,4.34,4.19,4.18,4.19,4.447,4.079,28.2865,2.0821,A5III,12.1232,100.536,116.333,0.14800000000000058,0.5881532066342324
5922,92181,,281.819,-48.1318,,10.884,9.9,,8.87,8.102,7.607,7.484,43.8012,6.69257,K4,0.242724,-17.294,-222.738,0.984,0.1424529487248445
5923,92200,,281.864,-3.63983,11.286,10.105,8.81,7.958,7.31,6.384,5.744,5.581,14.2566,8.03992,K5,0.113833,-132.217,-274.949,1.295,0.4276557778720282
5924,92233,,281.955,-77.8682,,6.983,6.39,,5.74,5.324,5.024,4.944,43.4431,3.20039,G2V,4.5598,-26.099,148.708,0.593,0.4240493067708628
5925,92250,,282.006,-10.1463,,9.339,8.45,,7.52,6.68,6.195,6.094,28.8256,6.15111,K0,0.360637,109.68,-174.54,0.8890000000000011,0.2400488771492558
5926,92270,,282.068,23.5147,6.62,6.682,6.19,,5.65,5.244,5.031,4.993,29.5647,3.83613,F8V,2.44706,25.257,-7.027,0.492,0.4127521119900155
5927,92283,,282.122,10.7455,10.007,9.04,7.97,7.281,6.84,6.025,5.508,5.391,16.8742,6.83389,K0,0.236053,127.878,-436.586,1.0699999999999994,0.4009799098869078
5928,92311,,282.216,17.4389,11.656,10.454,9.17,8.337,7.7,6.706,6.072,5.918,16.6795,8.05908,M0,0.109869,-408.937,-422.888,1.2840000000000007,0.353585766404368
5929,92342,,282.303,-62.3714,,9.823,8.91,,8.0,7.342,6.945,6.841,43.9232,5.69653,K0Vp...,0.558169,36.227,-14.907,0.9130000000000003,0.20122786013506516
5930,92388,,282.41,13.2186,,9.32,8.59,8.1,7.81,7.155,6.826,6.723,37.7602,5.70483,G5,0.487422,-199.313,-223.979,0.7300000000000004,0.18165048602604647
5931,92403,,282.456,-23.8362,13.528,11.88,10.37,9.278,8.04,6.222,5.655,5.37,2.9751,13.0025,M3.5Ve,0.00245817,639.348,-193.55,1.5100000000000016,0.3510935364083078
5932,92417,,282.503,3.08811,13.414,12.176,10.73,9.798,8.8,7.724,7.075,6.857,21.2279,9.09546,M2,0.0642908,-185.041,-408.226,1.4459999999999997,0.25263469803482047
5933,92444,,282.588,-26.9236,12.298,11.109,9.65,8.81,8.18,6.989,6.378,6.183,17.661,8.41492,Kp,0.126632,-140.625,-23.043,1.4589999999999996,0.42921784843389094
5934,92451,,282.611,-62.051,13.341,12.22,10.74,9.734,8.72,7.562,6.983,6.704,16.7373,9.62157,M3,0.0454821,89.197,60.229,1.4800000000000004,0.27405427768463897
5935,92532,,282.855,38.6266,,7.744,7.15,6.8,6.49,6.015,5.762,5.685,30.2416,4.74697,F8,1.09787,323.493,43.849,0.5939999999999994,0.29917648324905854
5936,92549,,282.896,52.9751,,6.353,5.51,5.0,4.65,4.27,3.827,3.61,26.4315,3.39939,G9IVa,4.40092,-17.422,247.385,0.843,0.8707296602523762
5937,92569,,282.952,3.03102,,8.211,7.51,,6.75,6.254,5.961,5.852,27.4489,5.31737,G6V,0.681319,-5.857,-140.211,0.7010000000000005,0.2881338152721348
5938,92573,,282.963,16.5833,12.787,11.607,10.16,9.174,8.29,7.162,6.525,6.319,15.2059,9.24994,M2,0.0559795,-226.071,-481.639,1.4469999999999992,0.32929105341964304
5939,92625,,283.095,-58.9423,,9.75,9.13,,8.44,7.854,7.581,7.454,45.1467,5.85687,G5V,0.399859,-23.579,39.654,0.6199999999999992,0.12395127118587516
5940,92638,,283.122,11.2101,,11.909,10.34,9.7,7.82,8.111,7.514,7.378,38.3024,7.42387,K5,0.609149,-189.83,-224.477,1.5690000000000008,0.41596039175980193
5941,92656,,283.218,-57.127,,13.59,12.11,11.751,10.16,8.517,7.842,7.589,25.5702,10.0713,M2,0.0300565,-246.028,-771.703,1.4800000000000004,0.1458265446433919
5942,92680,,283.274,-50.1805,,9.214,8.43,,7.61,6.856,6.486,6.366,47.1285,5.06358,K0Vp,0.916492,16.348,-85.254,0.7840000000000007,0.2095610748811454
5943,92742,,283.489,-54.9063,,9.294,8.41,,7.52,6.888,6.504,6.391,35.1294,5.68165,K0IV/V,0.55475,73.758,-167.486,0.8840000000000003,0.24274130225111124
5944,92755,,283.527,-54.3561,,10.31,9.18,,7.96,7.045,6.537,6.38,34.4094,6.49661,K4V,0.367246,189.596,-51.28,1.1300000000000008,0.2564938306738507
5945,92756,,283.528,-54.3532,,11.7,10.43,,8.99,8.117,7.527,7.323,33.9449,7.77613,K6+Vk:,0.139437,200.326,-59.132,1.2699999999999996,0.19193449236770713
5946,92759,,283.536,-36.6566,,10.748,9.79,,8.84,8.011,7.625,7.458,44.9077,6.5284,K2V,0.272523,22.8,-68.749,0.9580000000000002,0.143766687541188
5947,92798,,283.634,-22.5813,,10.983,10.01,,8.99,7.898,7.325,7.189,33.7301,7.36991,K4,0.128055,124.685,-305.87,0.9730000000000008,0.1330412972982888
5948,92858,,283.828,-37.4984,,8.837,7.98,,7.08,6.367,5.947,5.834,26.4103,5.87113,K1V,0.458511,130.807,-355.653,0.8569999999999993,0.2847001562742933
5949,92871,,283.864,8.40251,12.858,11.639,10.1,9.09,7.64,6.311,5.68,5.434,11.1359,9.86637,M2Ve,0.0536046,91.803,-69.009,1.5389999999999997,0.4289602394306691
5950,92882,,283.879,-16.3766,,6.005,5.56,,5.05,4.731,4.616,4.504,31.3399,3.07951,F5/F6IV/V,4.85819,-26.733,-184.572,0.4450000000000003,0.521222342554485
5951,92900,,283.937,-16.3492,,7.635,7.16,,6.61,6.258,6.063,6.001,49.0196,3.70815,F5V,2.73877,54.226,-36.7,0.47499999999999964,0.25872767876956315
5952,92915,,283.965,-42.1266,,9.092,8.47,,7.78,7.274,6.998,6.917,49.1981,5.01026,G0/G1V,0.872544,10.906,3.139,0.6219999999999999,0.16837569136148128
5953,92916,,283.966,38.328,,13.465,12.07,11.65,10.41,9.344,8.718,8.547,43.1539,8.8949,?,0.0639851,-353.782,-160.444,1.3949999999999996,0.12023273632810633
5954,92918,,283.971,-5.74522,,8.207,7.46,,6.68,6.145,5.791,5.715,33.2101,4.85365,K0IV-V,1.0751,-198.292,-389.085,0.7470000000000008,0.3122924971110279
5955,92919,,283.972,23.5567,9.524,9.07,8.16,7.483,7.21,6.243,5.762,5.637,21.3479,6.51323,K0V,0.262359,130.838,-283.321,0.9100000000000001,0.2829713773359691
5956,92929,,284.002,-25.0457,,7.939,7.37,,6.73,6.31,6.044,5.957,41.3163,4.28939,G0V,1.6616,38.272,50.897,0.569,0.26252223024648735
5957,92946,,284.055,4.2036,,4.781,4.62,,4.42,4.16,4.163,4.085,40.0816,1.60527,A5V,18.6875,45.845,31.587,0.1609999999999996,0.5296505491183607
5958,92951,,284.061,4.20213,,5.184,4.98,,4.76,4.436,4.376,4.455,40.3187,1.95247,A5Vn,13.225,50.214,28.506,0.20399999999999974,0.4840741141782824
5959,92952,,,284.066,54.53,,12.118,10.53,9.935,7.96,7.775,7.148,6.96,46.49,7.19320,,0.23,37.64,,
5960,92984,,284.155,4.26513,,7.293,6.71,,6.06,5.703,5.418,5.346,26.621,4.58388,G5,1.27082,-2.236,-84.711,0.5830000000000002,0.3616671416442721
5961,93007,,284.205,68.2924,,8.296,7.62,,6.88,6.476,6.218,6.152,43.2775,4.43869,G5,1.50888,-112.402,-2.694,0.6759999999999993,0.26567022878118646
5962,93017,,284.257,32.9013,5.85,5.794,5.2,4.9,4.54,3.85,3.61,3.65,15.0208,4.31653,G0V,1.63203,165.432,-132.864,0.5939999999999994,0.7343911807947574
5963,93069,,284.378,-55.9919,11.52,10.293,8.86,7.901,6.94,5.873,5.25,5.025,12.3247,8.40612,M2V,0.115536,-8.303,-442.446,1.4329999999999998,0.5786655309450194
5964,93072,,284.386,-19.0464,13.258,12.107,10.67,9.732,8.9,7.806,7.227,6.997,25.8033,8.61162,K9Vk:,0.097034,104.102,124.023,1.4369999999999994,0.2539466824720047
5965,93084,,284.428,9.698,,9.857,9.3,,8.67,8.304,8.141,8.054,49.0437,5.84709,G0,0.394376,37.31,-20.66,0.5569999999999986,0.10642532789206587
5966,93101,,284.501,5.90812,11.888,10.664,9.22,8.286,7.33,6.239,5.587,5.357,11.1052,8.99236,M2V,0.0701563,-196.301,-1220.47,1.443999999999999,0.5038731922214763
5967,93102,,284.502,-47.4512,,11.288,10.19,,9.02,8.142,7.555,7.457,41.5294,7.09822,K5,0.191284,-50.261,-243.807,1.0980000000000008,0.1517454675322994
5968,93108,,284.514,47.1918,,8.425,7.82,,7.15,6.645,6.379,6.34,49.554,4.34461,G0,1.6009,-69.22,0.72,0.6050000000000004,0.22261539966058366
5969,93119,,284.549,75.3016,,11.716,10.16,,7.7,7.759,7.141,7.022,40.3714,7.12963,M0,0.740903,108.23,-83.8,1.5559999999999992,0.43649935447239707
5970,93137,,284.596,47.8368,,8.19,7.68,,7.1,6.651,6.417,6.366,46.62,4.33714,F5,1.55291,2.735,-66.902,0.5099999999999998,0.21231721325087835
5971,93174,,284.681,-37.1074,,5.226,4.83,4.9,4.39,4.05,3.79,3.88,31.1636,2.36176,F3IV/V,9.34947,-132.237,-98.442,0.3959999999999999,0.6861210558973466
5972,93185,,284.713,30.1806,,7.406,6.8,6.4,6.12,5.625,5.386,5.296,23.968,4.90184,G0,0.958672,55.602,194.502,0.6059999999999999,0.35650646216861415
5973,93195,,284.735,-0.503987,,9.219,8.39,,7.52,6.89,6.528,6.382,31.4279,5.90343,K0,0.430484,-110.211,-117.824,0.8289999999999988,0.2267248430392116
5974,93203,,284.774,13.6222,,5.843,5.27,,4.71,4.324,4.039,3.93,47.8041,1.87267,F8V,15.4045,14.475,-124.382,0.5730000000000004,0.6937555063637914
5975,93206,,284.781,-48.2745,13.73,12.576,11.13,10.104,8.78,7.52,6.932,6.7,14.1536,10.3757,M4,0.0197728,150.849,-492.533,1.4459999999999997,0.2101323891488268
5976,93244,,284.906,15.0683,6.14,5.102,4.02,3.26,3.02,2.63,3.68,2.14,41.6788,0.920423,K2III,55.5334,-56.078,-73.917,1.0820000000000007,2.526191141563005
5977,93248,,284.911,7.98726,,12.225,10.86,10.368,9.26,7.971,7.345,7.154,28.2278,8.60662,M2,0.0769336,366.183,-181.171,1.3650000000000002,0.19538928960934548
5978,93252,,284.927,16.2526,,7.568,7.06,6.8,6.48,6.12,5.869,5.894,45.6136,3.76453,F5,2.62928,-103.542,-123.43,0.508,0.28180932913608353
5979,93310,,285.088,9.42878,,10.702,9.7,9.1,8.65,7.84,7.284,7.208,38.76,6.75808,K0,0.233774,246.414,288.963,1.0020000000000007,0.16086179998335653
5980,93350,,285.209,42.2525,,7.354,6.82,,6.21,5.782,5.604,5.547,34.5676,4.12665,F8,1.90589,-12.358,-142.16,0.5339999999999998,0.32456199575313244
5981,93368,,285.264,-37.0609,,6.734,6.73,,6.71,6.719,6.778,6.74,42.7533,3.57515,B7/B8V,3.66536,16.05,-26.19,0.0039999999999995595,0.14274026798295777
5982,93373,,285.273,-66.1927,,9.299,8.6,,7.84,7.28,6.928,6.881,40.3774,5.56931,G8V,0.53896,133.112,-385.409,0.6989999999999998,0.1739909658673871
5983,93377,,285.276,15.6837,,8.555,7.85,7.4,7.1,6.522,6.227,6.165,36.5122,5.03781,G5V,0.885716,-326.247,-7.972,0.7050000000000001,0.24759018660164273
5984,93398,,285.331,-13.6907,,10.83,9.78,,8.76,7.804,7.313,7.175,36.8312,6.94892,K3V:,0.207382,-25.18,-29.73,1.0500000000000007,0.16819803474712483
5985,93408,,285.36,46.9348,,5.186,5.0,,4.77,4.776,4.578,4.505,38.6093,2.06654,A7V,11.9853,22.239,-80.409,0.18599999999999994,0.4650014153747065
5986,93427,,285.415,41.4901,,7.769,7.2,,6.56,6.145,5.923,5.829,41.4704,4.11131,G0,1.95776,-77.818,31.413,0.569,0.2839004527590059
5987,93429,,285.42,-5.73912,6.15,5.099,4.02,3.23,2.94,2.21,1.62,1.51,43.8714,0.809093,K1IIIvar,61.3117,-22.765,-42.434,1.0790000000000006,2.5125737178767933
5988,93449,,285.474,-36.9521,12.781,12.651,11.917,11.242,10.412,6.935,4.951,3.46,24.432,9.97721,A5IIevar,0.00953121,-28.3,20.57,0.734,0.03944752375647923
5989,93506,,285.653,-29.8801,,2.662,2.6,,2.54,2.319,2.318,2.293,27.0416,0.439835,A3IV,59.3222,10.79,21.11,0.06199999999999983,1.098191396980094
5990,93509,,285.659,14.567,,7.509,6.88,6.5,6.18,5.624,5.333,5.283,42.5342,3.73631,G2V,2.82508,182.518,-13.799,0.6290000000000004,0.3530886380786256
5991,93540,,285.774,-11.0439,,9.359,8.42,,7.43,6.797,6.34,6.22,27.8066,6.19926,K0,0.360762,-126.942,-235.907,0.9390000000000001,0.2623140986400757
5992,93547,,285.801,-56.9967,,7.958,7.07,,6.18,5.631,5.414,5.124,49.0004,3.619,K1IV,3.71342,6.507,-156.055,0.8879999999999999,0.45255057770107654
5993,93566,,285.861,17.0674,,8.222,7.61,,6.93,6.447,6.153,6.114,44.249,4.38048,G0,1.55346,-119.612,-62.441,0.6119999999999992,0.24725382667927553
5994,93613,,285.954,8.0977,,9.924,8.95,8.4,7.99,7.187,6.684,6.593,34.4636,6.26319,K0,0.355373,268.702,41.831,0.9740000000000002,0.21711068606037917
5995,93639,,286.028,-28.2031,,10.905,9.92,,8.89,8.134,7.645,7.566,45.6127,6.62457,K2/K3V:,0.258789,126.898,29.902,0.9849999999999994,0.14137570511778125
